,id,question,company,answer
215,641,在销售端，上海真兰仪表科技股份有限公司与中国燃气合作设立的公司是什么？该公司的主要客户是什么？,上海真兰仪表科技股份有限公司,真兰仪表原直接向中国燃气销售燃气表，与中国燃气合资设立河北华通后，真兰仪表向河北华通销售燃气表用零部件，河北华通生产燃气表产品并向中国燃气销售，真兰仪表取得零部件产品销售收益，并与中国燃气共享对河北华通股权投资收益。中国燃气控股河北华通并将其纳入合并报表，其原直接采购燃气表转为采购零部件自行生产燃气表。
216,643,根据募集资金项目的可行性研究报告，项目全部达产后，杭州中恒电气股份有限公司可增加多少销售收入？新增利润总额为多少？,杭州中恒电气股份有限公司,"能
新增销售收入：13,000万元 新增利润总额：2,000万元"
217,646,本次发行前，汉嘉设计集团股份有限公司实际控制人是谁？,汉嘉设计集团股份有限公司,根据上述材料可知，本次发行前，实际控制人为费禹铭。
218,649,报告期内，深圳市超频三科技股份有限公司筹资活动产生的现金流量净额分别为多少？,深圳市超频三科技股份有限公司,"筹资活动产生的现金流量净额分别为 1,115.73万元、-262.95万元和 4,942.91万元。"
219,653,2017年末，汉嘉设计集团股份有限公司的应收账款净额是多少？,汉嘉设计集团股份有限公司,"2017年末，公司的应收账款净额为207,464,879.86元。"
220,655,湖南南岭民用爆破器材股份有限公司技术中心下设哪些部门？,湖南南岭民用爆破器材股份有限公司,技术中心下设产品开发部、技术服务部、信息管理部、测试中心、质量管理部五个部门。
221,656,根据《国民经济行业分类》，汉嘉设计集团股份有限公司主营业务所属行业是什么？分类代码是什么？,汉嘉设计集团股份有限公司,根据《国民经济行业分类》，主营业务所属行业是专业技术服务业，分类代码是M74。
222,662,联化科技股份有限公司设立以来的业务发展过程可以分为哪几个阶段？,联化科技股份有限公司,公司业务的发展过程可以分为四个阶段：（1）1986-1990年的香精、香料业务；（2）1990-1998年的染料中间体业务；（3）1998年-2007年的三大中间体产品业务；（4）2008年至今的医药和农药中间体产品业务。
223,664,2015年末珠海健帆生物科技股份有限公司资产总额比2014年末增加了多少？,珠海健帆生物科技股份有限公司,2015年末资产总额比2014年末增加了701.07万元。
224,666,华达汽车科技股份有限公司的主要无形资产是什么？,华达汽车科技股份有限公司,土地使用权、软件和专利技术。
225,667,最近三年及一期，江苏旷达汽车织物集团股份有限公司汽车内饰面料产品的毛利率分别为多少？呈现怎样的趋势？,江苏旷达汽车织物集团股份有限公司,"最近三年及一期，汽车内饰面料产品的毛利率分别为29.61%，28.56%,27.76%，27.32%。呈现逐年下降的趋势。"
226,668,根据江苏爱康太阳能科技股份有限公司招股意向书，2009年我国光伏新增装机容量占全球市场需求份额的多少？,江苏爱康太阳能科技股份有限公司,2009年我国光伏新增装机容量占全球市场需求份额的18.20GW/2009年全球太阳能光伏行业年新增装机容量=18.20GW/5.75=3.18倍。
227,672,青海互助青稞酒股份有限公司材料采购物资主要有哪些？,青海互助青稞酒股份有限公司,原材料（如青稞、高粱、小麦、玉米、糯米）、包装物（如纸箱、瓶盖、商标、塑料袋等）、生产用具（如锅、桶、勺子等）
228,681,青海互助青稞酒股份有限公司本次发行股票的数量、每股面值分别是多少？,青海互助青稞酒股份有限公司,"本次发行股票的数量为不超过10,000万股，每股面值为1元。"
229,682,联化科技股份有限公司主要产品处于精细化工产业链的哪个阶段？,联化科技股份有限公司,精细化工行业的上游是基础化工行业，精细化工产品主要通过苯通道，即苯经卤代制备各种卤代芳烃化合物，然后进一步加工成各种高级中间体和少部分原料药。因此，公司主要产品处于精细化工产业链的中间体和原料药生产阶段。
230,684,读者出版传媒股份有限公司所在行业具有怎样的波动性特征？销售高峰是什么时候？,读者出版传媒股份有限公司, 教材教辅的销售高峰主要出现在每年春、秋两季开学时，形成图书市场销售季节性波动的特征。
231,685,云南沃森生物技术股份有限公司的疫苗研发团队由多少人组成？,云南沃森生物技术股份有限公司,沃森生物的研发团队由110名研发人员组成，其中包括2名博士和8名高级职称研发人员。此外，还有5名云南省技术创新人才和3名昆明市学术技术带头人后备人选。
232,687,新疆浩源天然气股份有限公司所处行业的经营特点是怎样的？,新疆浩源天然气股份有限公司,天然气长输管道及城区燃气管网的建设及经营具有投资规模大、建设周期长、投资回收期长的特点，属于资本密集性行业。由于天然气行业一般采用先预付一定气款后供气的结算方式，所以天然气管输费及销售款基本都能及时收回，公司应收账款较少，发生坏账风险小。同时，由于巨额的折旧并不产生即期现金流出，因此本行业企业经营活动现金流充足。受市场开发力度影响，管道输送业务的规模也将不断扩大。
233,691,在2008年至2010年间，内蒙古君正能源化工股份有限公司的盈利能力如何？,内蒙古君正能源化工股份有限公司,"
在2008年至2010年间，公司的盈利能力有所波动。2009年受全球金融危机影响，公司盈利能力指标有所下降，但在2010年，随着国家“4万亿”经济刺激计划的实施，下游行业逐步回暖，公司产品价格随之企稳回升，公司盈利能力逐渐恢复。2010年，公司盈利能力较2009年度进一步提升，且维持在较为稳定的水平。"
234,692,杭州中恒电气股份有限公司本次募投项目涉及的新产品是什么？,杭州中恒电气股份有限公司,本次募投项目涉及的新产品包括智能高频开关电源系统升级及一体化电源系统的建设和通信基站运营维护增值项目。
235,693,2014年珠海健帆生物科技股份有限公司应收账款增加的主要原因是什么？,珠海健帆生物科技股份有限公司,2014年应收账款增加的主要原因系公司于2014年开始逐步放宽对主要经销商的信用政策及公司经营规模快速增长所致。
236,694,湖南国科微电子股份有限公司近三年四季度实现的净利润均高于全年净利润的原因有哪些？,湖南国科微电子股份有限公司,由于广播电视系列芯片制造的终端消费产品的销售旺季为前一年 11 月到当年 2 月（农历新年前 3 个月左右）以及当年 5 月到 7 月间（农闲、暑假期间），因此，广播电视系列芯片的一般四季度收入最高。同时，公司新产品多集中于四季度量产并投放市场。因此，以上因素综合导致公司 2014 年-2016 年四季度实现的
237,696,2016年大博医疗科技股份有限公司电费单价为什么下降？,大博医疗科技股份有限公司,2016年电费单价下降是因为公司新厂房能源耗用上升，用电单价趋于平稳，整体用电单价随之降低。
238,697,截至本招股意向书出具之日，广东银禧科技股份有限公司共拥有多少发明专利？,广东银禧科技股份有限公司,截至本招股意向书出具之日，发行人共拥有9项发明专利。
239,699,确成硅化学股份有限公司所在地在何处？,确成硅化学股份有限公司,依据给定材料中的“2016 年 10 月 27 日，无锡东沃办理了换证登记，换发新证证号为苏（2016）无锡市不动产权第 0137223号。”可知，该土地的所在地为江苏省无锡市。
240,700,烟台杰瑞石油服务集团股份有限公司的上下游行业是什么？,烟台杰瑞石油服务集团股份有限公司," 
公司的上游行业主要是原材料制造业，包括钢铁、机械加工、电子元器件等行业；下游行业主要是石油天然气开采行业。"
241,701,内蒙古君正能源化工股份有限公司及其子公司享受的税收优惠政策有哪些？,内蒙古君正能源化工股份有限公司,根据上述材料，君正化工享受的税收优惠政策包括：西部大开发企业所得税优惠政策、高新技术企业所得税优惠政策、资源综合利用及其他产品的增值税优惠政策。
242,702,昇兴集团股份有限公司的英文名称是？,昇兴集团股份有限公司,UNIVERSAL F&B HOLDINGS LIMITED
243,703,北京天宜上佳高新材料股份有限公司在报告期内主要从事什么业务？,北京天宜上佳高新材料股份有限公司,"
(1) 在过去三年里，公司的主要业务和产品是什么？
根据提供的材料，公司在过去三年里主要从事轨道交通制动产品的研发、生产和销
售业务，主要生产高铁动车组制动闸片和制动盘等产品。

(2) 请列出公司合作的主要客户有哪些？
根据提供的材料，公司合作的主要客户包括中国铁路总公司及其下属各地铁路局、各
地方城市轨道交通运输公司等。

(3) 请说明公司在过去三年里的财务状况如何？
根据提供的材料，公司在过去三年里的财务状况表现良好，营收和净利润逐年增长，毛
利率和净利率水平也保持在较高水平。

(4) 请描述一下公司在过去三年里的研发投入情况。
根据提供的材料，公司在过去三年里的研发投入逐年增加，占营收的比例也在不断提
高，表明公司重视技术研发和创新。

(5) 请说明公司在未来的发展规划是什么？
根据提供的材料，公司在未来的发展规划包括继续加大研发投入，提升产品品质和技术
水平，拓展国内外市场，扩大产能和规模等方面。"
244,704,大博医疗科技股份有限公司注册资本是多少？,大博医疗科技股份有限公司,3000万元
245,705,湖南长远锂科股份有限公司董事会成员是谁？,湖南长远锂科股份有限公司,"
董事会成员包括：刘爱森、刘辉、张 臻、周友元、胡柳泉、唐有根、邓超、丁亭亭。"
246,712,南京中电联环保股份有限公司业务范围涉及哪些行业？,南京中电联环保股份有限公司," 
从行业应用上来看，多年来，公司服务范围从为电力行业提供凝结水精处理
设备逐步拓展到给水、废污水、中水回用为一体的全系列水处理服务，所服务的
客户也从火电逐步拓展到核电、石化、煤化工、冶金等行业。"
247,713,江苏爱康太阳能科技股份有限公司拥有的控股子公司是哪些？,江苏爱康太阳能科技股份有限公司,"以下是依据给定材料提取出的内容：
截至2010年12月31日，除上表所列的控股、参股公司外，本公司不存在其他直接或者间接拥有权益的企业。"
248,717,新疆浩源天然气股份有限公司上、下游企业有哪些？,新疆浩源天然气股份有限公司,"
上游企业主要包括天然气开采企业，如中国石油天然气集团有限公司、中国石油化工集团有限公司、中海石油有限公司和中国海洋石油总公司等企业。此外，还包括一些液化天然气和能源产品的进口企业。
下游企业主要包括城市燃气公司、工业用户以及部分居民用户。其中，城市燃气公司为主要的下游客户，他们从燃气供应商处购买天然气，然后通过自己的管道网络将其配送到居民和企业用户。此外，还有一些工业用户和居民用户直接从燃气供应商处购买天然气。"
249,720,西安启源机电装备股份有限公司上游行业发展状况对本行业制约情况如何？,西安启源机电装备股份有限公司, 电力行业是变压器专用设备及组件最重要的应用行业，变压器制造厂商是变压器专用设备及组件的最大需求方。高电压等级、节能环保的变压器等输配電設備在我国特高压电网建设中需求巨大，高精度、高效率的横剪线、纵剪线以及大吨位的繞线機等專用设备未来發展空間广阔。作为国内技术水平最高的变压器专用设备提供商，本公司持續加大技術創新和資金投入，在未來的竞争中仍将处于明显優勢。
250,721,2018年度、2019年1～6月浙江双飞无油轴承股份有限公司出口美国收入占当期主营业收入的比例分别为多少？,浙江双飞无油轴承股份有限公司,2018年度、2019年1～6月出口美国收入占当期主营业收入的比例分别为5.41%、3.79%。
251,723,2008年度深圳信立泰药业股份有限公司适用税率为多少的减半征收企业所得税的优惠政策？,深圳信立泰药业股份有限公司,2008年度适用税率为9%的减半征收企业所得税的优惠政策。
252,724,湖南国科微电子股份有限公司设计的哪些产品具备较高的性价比，形成了较为明显的领先优势？,湖南国科微电子股份有限公司," 
根据给定材料，公司设计的高清解码芯片在湖南已有部分销售，后续公司将继续加大对有线电视芯片的投入，在有线高清、智能网关等领域逐步提高市场份额。因此，高清解码芯片具备较高的性价比，形成了较为明显的领先优势。"
253,726,读者出版传媒股份有限公司如何应对纸质媒体竞争加剧，消费群体扩张难度加大的经营管理风险？,读者出版传媒股份有限公司," 
(1) 公司应加大内容资源的开发力度，把握时代脉搏，及时推出符合市场需求的数字化阅读产品，满足不同消费群体的需求；
(2) 公司应加大数字化平台的建设和推广力度，扩大用户群体，增强品牌影响力；
(3) 公司应积极探索新的业务模式和盈利模式，提高自身的核心竞争力和市场占有率。"
254,729,截止本招股意向书签署日，持有北京天宜上佳高新材料股份有限公司5%以上股份的主要股东有谁？,北京天宜上佳高新材料股份有限公司,截止本招股意向书签署日，持有5%以上股份的主要股东包括：(1)睿泽产业基金，持有发行人6.57%的股份；（2)北工投资，持有发行人6.08%的股份；（3)金石灏汭，持有发行人5.44%的股份；（4)冯学理，持有发行人5.04%的股份。
255,735,在2013年度至2016年度上半年间，华达汽车科技股份有限公司的各年（2016年度为上半年）加权平均净资产收益率（扣除非经常性损益后）分别为多少？,华达汽车科技股份有限公司,"2013年度至2016年度上半年间的各年加权平均净资产收益率（扣除非经常性损益后）分别为14.82%,17.25%,18.38%和9.35%。"
256,737,大连派思燃气系统股份有限公司拥有哪些制造许可证？,大连派思燃气系统股份有限公司,公司拥有多项制造许可证，包括压力容器（A）级、压力管道元件（B）级、美国ASME U/U2制造能力证书、API 6A会标证书、API 15H会标证书、API 5CT会标证书、API 5L会标证书、API Q1质量管理体系认证证书、ISO 9001质量管理体系认证证书、CE-PED欧盟承压设备指令认证证书、中国船级社工厂认可证书、挪威DNV船级社工厂认可证书、韩国KR船级社工厂认可证书、ABS船级社工厂认可证书、BV船级社工厂认可证书等。
257,742,北京天宜上佳高新材料股份有限公司在生产环节使用的什么物质属于危险化学品？,北京天宜上佳高新材料股份有限公司," 
防护服、防护手套、急救包等；公司定期会对上述物资进行检查维护，确保其正
常有效运行。截止本招股意向书签署日，上述安全设施运行正常。
④定期安全演练，提高安全生产管理能力，加强安全生产风险防范意识
公司定期会组织安全演练，并不定期对员工进行安全生产知识的培训和讲解，
提高安全生产管理能力。安全生产部门相关负责人会定期或不定期对员工安全生
产行为进行监督巡查，加强员工安全生产风险防范意识。
2）公司取得的相关资质及证明
根据北京市海淀区安全生产监督管理局先后于 2015 年 1 月 22 日、2018 年
3 月 30 日核发的《安全生产标准化证书》，公司被认定为安全生产标准化三级
企业。根据北京市海淀区安全生产监督管理局于 2018 年 12 月 17 日、2019 年 2
月 18 日出具的《关于生产安全事故情况的证明》，自 2016 年 1 月 1 日至 2019
年2月 18日在北京市海淀区辖区范围内未发现发行人发生过生产安全事故。
综上，截止本招股意向书签署日，公司已通过上述所有整改验收；公司逐步
健全并完善安全生产内部控制制度，相关制度得到有效执行；最近 3年内公司未
发生过重大生产安全事故，不存在安全生产领域重大违法行为，公司在安全生产
方面符合《管理办法》第 13条的有关规定。
3、公司在运输、使用、存储液氨不需要相关资质
根据《危险化学品安全管理条例》《危险化学品目录》等有关法律法规、规
范性文件的规定，液氨作为危险化学品，其生产、经营、运输均须事先取得相应
的许可。公司目前使用的生产工艺需利用液氨制造氮气和氢气，氮气、氢气分别
作为保护气和还原气；天宜上佳并非液氨生产、经营企业，且未自身承运其购买
的液氨，无需取得生产、经营、运输相关的许可。
根据《危险化学品安全使用许可证实施办法》《危险化学品安全使用许可适
用行业目录》《危险化学品使用量的数量标准》《危险化学品重大危险源监督管
理暂行规定》《危险化学品重大危险源辨识（GB18218-2018）》等法律、法規及"
258,744,2009年度杭州中恒电气股份有限公司室外通信电源系统销售价格较2008年度上涨的主要原因是什么？,杭州中恒电气股份有限公司, 2009年度室外通信电源系统销售价格较2008年度上涨的主要原因是因为产品需求旺盛，供应量减少，导致价格上涨。
259,746,南京中电联环保股份有限公司本次发行股数是多少？,南京中电联环保股份有限公司,2626.34万股
260,750,深圳市铁汉生态环境股份有限公司如何发放劳务公司施工人员的工资？,深圳市铁汉生态环境股份有限公司,劳务公司施工人员的工资由发行人按照劳务分包合同的约定，向劳务公司支付劳务分包费用，劳务公司向施工人员发放工资，发行人对劳务公司的工资发放情况进行跟踪监督。具体操作过程为：劳务工在进场施工的同时需将其身份证复印件在发行人处留底，劳务分包对象定期将劳务工考勤与工资表上交给发行人，待发行人财务人员将工资表人员与留底身份证复印件核对无误后，财务人员到项目现场将工资亲自发放到劳务工手中，劳务工持本人身份证原件领取工资并签字确认。
261,752,确成硅化学股份有限公司的控股股东是谁？,确成硅化学股份有限公司," 阙伟东、陈小燕为公司的实际控制人，阙伟东、陈小燕之子阙成桐为实
际控制人的一致行动人。"
262,754,宁波立立电子股份有限公司募集资金的6－8英寸硅抛光片扩产项目总投资为多少？,宁波立立电子股份有限公司,"本项目总投资为53,735万元。"
263,755,报告期内，珠海健帆生物科技股份有限公司核心技术产品的销售收入分别是多少？,珠海健帆生物科技股份有限公司," 28,717.55万元、35,052.35万元和48,388.22万元"
264,756,截至本招股意向书签署日，确成硅化学股份有限公司拥有几家控股子公司？,确成硅化学股份有限公司,截至2020年6月30日，公司在国内拥有4家全资子公司，分别为确成硅(上海)有限公司、确成硅(苏州)有限公司、确成硅(泰国)有限公司和三明阿福硅化工有限公司。此外，公司在美国拥有一家孙公司，为确成硅(美国)有限责任公司。
265,757,报告期内，大博医疗科技股份有限公司主营业务的毛利率是多少？,大博医疗科技股份有限公司,37.58%
266,761,本次发行前，东莞勤上光电股份有限公司总股本为多少？本次发行的股份约占发行后总股本的比例为多少？,东莞勤上光电股份有限公司,发行前总股本为18734万股，本次发行的股份约占发行后总股本的比例为25.00%。
267,765,报告期内，海南双成药业股份有限公司保护氨基酸的采购量怎样变化？产生这样变化的主要原因是什么？,海南双成药业股份有限公司," 
报告期内，发行人的保护氨基酸的采购量逐年下降。其主要原因是公司主导产品“胸腺法新”的生产工艺不断优化使单位产品原材料耗用降低所致。"
268,766,湖南国科微电子股份有限公司所处行业竞争激烈，什么因素可能对公司的成长性带来不利影响？,湖南国科微电子股份有限公司," 
(4)发展环境亟待完善
适应产业特点、有利于激发企业活力和创造力的政策体系不健全，产业政策
落实不到位、政府资源分散、地方与中央协同不足等问题突出。"
269,770,兰州海默科技股份有限公司的哪些产品处于推广阶段？,兰州海默科技股份有限公司," 产品的具体信息如下：
多相流量计；安装在迪拜石油公司海上油田的16英寸多相流量计是全世界目前海上油田运行的最大口径的多相流量计。"
270,771,2008年南京中电联环保股份有限公司营业收入增长主要来源是什么？,南京中电联环保股份有限公司,"2008年营业收入增长主要是来自于废污水处理及中水回用业务、建造安装工程承包业务和自动化控制业务的增长。其中，废污水处理及中水回用业务实现营业收入4,358.06万元，比上年增长3,309.72万元，增长比例为315.71%；建造、安装工程承包业务2008年度实现营业收入2,834.87万元，比上年增长1,544.41万元，增长比例为119.68%；自动化控制业务2008年度实现营业收入2,044.19万元，比上年增长1,594.73万元，增长比例为354.81%。"
271,772,在本招股意向书的报告期内，常熟风范电力设备股份有限公司生产所需的主要原材料是什么？,常熟风范电力设备股份有限公司,主要原材料是角钢、锌锭。
272,778,西安启源机电装备股份有限公司战略委员会成员由几名公司董事组成？,西安启源机电装备股份有限公司,(1) 薪酬与考核委员会由三名董事组成，其中独立董事两名。 (2) 提名委员会由三名董事组成，其中独立董事两名。
273,782,截至2010年6月30日，西安启源机电装备股份有限公司在册员工总数为多少人？,西安启源机电装备股份有限公司,截至2010年6月30日，在册员工总数为564人。
274,788,广东银禧科技股份有限公司设立时的发起人是谁？,广东银禧科技股份有限公司,发起人是东莞市广德金源投资发展有限公司、东莞市信邦投资集团有限公司、叶挺、谢源源、黄敬恒。
275,790,2017年大博医疗科技股份有限公司收到了哪家公司的侵犯专利诉讼？,大博医疗科技股份有限公司,针对上述问题，我需要提取的信息是“2017年收到了哪家公司的侵犯专利诉讼？”，根据给出的材料，在“四、重大诉讼或仲裁情况”部分描述了关于专利侵权诉讼的情况，“2017年，公司收到一家名为萨科医疗的公司起诉发行人侵犯其实用新型专利(专利号为ZL201420409966.9)”。因此，我能根据给定材料回答问题，答案是：“2017年，公司收到一家名为萨科医疗的公司起诉发行人侵犯其实用新型专利(专利号为ZL201420409966.9)”。
276,791,珠海健帆生物科技股份有限公司在哪些方面形成了较强的竞争优势？,珠海健帆生物科技股份有限公司,"产品性能、应用领域方面的竞争优势：
A、技术路径方面: 采用全血灌流方式的血液灌流器无需将血浆先行分离，可直接在透析机上使用，无需专属灌流设备，操作简单，易于在医院培训普及，价格较低。而国外主要竞争对手主要采用血浆灌流的技术路径，血浆灌流技术需要先将血浆从血液中分离，操作较为复杂，需要配上血浆分离器同时使用，产品销售价格较贵。
B、原材料方面: 公司产品率先选择中性大孔树脂、炭化树脂为原材料；而其他国内厂家原多以活性炭、离子交换树脂为主要原材料，近年才开始使用中性大孔树脂为原材料。活性炭来源多样，包括植物、木材、石油沥青等，经干馏、炭化、酸洗及高温、高压等处理后变得疏松多孔，因其孔径不可调节且孔径分布不一，吸附无特异性，主要用于中毒的救治。而中性大孔树脂作为原材料在产品性能、应用领域方面具有明显的竞争优势。"
277,793,根据武汉兴图新科电子股份有限公司招股意向书，电子信息行业的下游主要包括哪些行业？,武汉兴图新科电子股份有限公司,我国电子信息行业规模较大，各公司业务领域侧重点有所区别。公司主要客户集中于国防领域，与同行业企业正面竞争情况较多；市政、工程领域规模较小，业务范围主要分布于局部地区，与同行业企业未形成竞争关系。在国防指挥领域，公司主要竞争对手包括：（1）维盛网域（未上市）（2）飞迅数码（被上市公司东土科技收购）（3）淳中科技（603516）
278,794,招股意向书中所披露的湖南长远锂科股份有限公司的特别风险因素有哪些？,湖南长远锂科股份有限公司,"六、其他风险
(六)原材料供应商集中度偏高风险
(七)发行当年业绩下滑甚至出现亏损风险
(八)产品质量问题风险
(九)产能扩张与产能利用率下跌风险
(十)新冠病毒疫情影响的风险
(十一)国际化经营不达预期的风险"
279,795,武汉兴图新科电子股份有限公司参与的哪个工程荣获了国家科技进步一等奖？,武汉兴图新科电子股份有限公司,该项目荣获了国家科技进步一等奖。
280,796,云南沃森生物技术股份有限公司先后承担了多少国家级、省级、市级课题项目？,云南沃森生物技术股份有限公司,自2006年1月1日至2010年8月28日期间，本公司研发成功的疫苗数量居第一位，研发实力国内领先。
281,797,海南双成药业股份有限公司的主导产品是什么？,海南双成药业股份有限公司,公司的主导产品是注射用胸腺法新。
282,799,截止2006 年6月30日，湖南南岭民用爆破器材股份有限公司是否有长期借款，余额为多少？,湖南南岭民用爆破器材股份有限公司,截止2006年6月30日，本公司有长期借款，余额为900万元。
283,800,北京天宜上佳高新材料股份有限公司的控股股东是谁？持有多少的股份？,北京天宜上佳高新材料股份有限公司,根据以上材料，公司的主要股东为赵志坚和吴鹏，其中赵志坚持有公司股票的比例为39.08%，吴鹏持有公司股票的比例为28.51%。因此，公司的控股股东是赵志坚，他持有39.08%的公司股份。
284,801,2007年广东银禧科技股份有限公司收购了银禧工塑多少股份？这次收购的目的是什么？,广东银禧科技股份有限公司, 2007年收购了银禧工塑75%的股份。这次收购的目的是为了整合供应商和客户资源，提升竞争力，同时为了享受国家两免三减半的企业所得税优惠政策。
285,803,烟台杰瑞石油服务集团股份有限公司的劣势是什么？,烟台杰瑞石油服务集团股份有限公司," 
1、产能不足
受生产能力的限制，公司的现有产能不能完全满足市场的需要。厂房和生产设备、技术人员、熟练生产工人及售后服务人员的不足，制约了产量的提高和新产品的开发。
2、资金不足
融资渠道单一、缺乏持续的资金投入机制束缚了公司的快速发展。尽管公司在国内同行业中具有明显的优势，但由于投入不够，与国外同类企业相比仍存在较大差距，如生产能力和生产规模较小、科研投入和人才相对不足、技术成果转化生产力的速度较慢。"
286,811,截至2017年12月31日，汉嘉设计集团股份有限公司无形资产原值为多少？ 账面价值为多少？,汉嘉设计集团股份有限公司,"截至2017年12月31日，无形资产原值为23,269,849.93元，账面价值为20,539,874.94元。"
287,813,2007年度，联化科技股份有限公司向欧盟出口的销售收入占公司工业业务收入的比重是多少？,联化科技股份有限公司,"2007年度，向欧盟出口的销售收入占工业业务收入的比重是28.37%。
回答依据：根据材料中的""2007年向欧盟出口的销售收入为25,949万元，占主营业务收入的比重为28.37%""得出结论。"
288,815,报告期各期，深圳市铁汉生态环境股份有限公司 经营活动产生的现金流量净额分别为多少？,深圳市铁汉生态环境股份有限公司,"经营活动产生的现金流情况如下：
2007年：-101.30万元
2008年：-220.21万元
2009年：-298.45万元
2010年1-9月：-4,116.36万元"
289,818,珠海健帆生物科技股份有限公司的产品已覆盖全国多少个省市和医院？,珠海健帆生物科技股份有限公司,"截至说明书签署日，公司共有3,000余家医院进行临床使用，公司产品已覆盖全国3,000多个省市和医院。"
290,821,根据招股意向书，预计昇兴集团股份有限公司2015年1-3月实现销售收入的范围是？,昇兴集团股份有限公司,"根据以上材料，2015年1-3月实现销售收入的范围是19,716.67万元至22,716.67万元。 回答能。"
291,826,烟台杰瑞石油服务集团股份有限公司的产品和服务主要应用于哪个行业？,烟台杰瑞石油服务集团股份有限公司,公司产品或服务主要应用于石油及天然气开采行业。
292,827,大博医疗科技股份有限公司合并报表中商誉的金额是多少？,大博医疗科技股份有限公司,"根据给定材料，可以提取出如下信息：
""公司商誉为 1,724.70 万元，系大博通份额收购形成。""
因此，合并报表中商誉的金额是 1,724.70万元。"
293,830,兰州海默科技股份有限公司的销售方式主要有哪两种？,兰州海默科技股份有限公司,直销和经销
294,834,2009年南京中电联环保股份有限公司支付给职工以及为职工支付的现金共计为多少？,南京中电联环保股份有限公司,"2009年支付给职工以及为职工支付的现金共计为15,686,878.80元。"
295,836,云南沃森生物技术股份有限公司生产的的冻干A、C群脑膜炎球菌多糖结合疫苗具有怎样的国际地位？,云南沃森生物技术股份有限公司,本公司生产冻干 A、C 群脑膜炎球菌多糖结合疫苗在 内毒素含量、游离多糖含量、多糖含量、免疫原性、异常毒性等关键指标方面高于欧洲药典标准，质量标准的提高保证了本公司冻干 A、C 群脑膜炎球菌多糖结合疫苗的高安全性和高有效性。
296,837,浙江双飞无油轴承股份有限公司收入是否与其下游客户规模匹配？,浙江双飞无油轴承股份有限公司,从上表可以看出，公司直销收入以国内市场为主，销售占比超过 90%。报告期内公司会根据客户要求提供少量加工劳务。公司提供加工劳务的加工费收入于受托加工劳务完成，且加工的产成品转交委托方时确认。因此，对于公司销售模式不构成重大影响。
297,843,内蒙古君正能源化工股份有限公司发行前每股净资产为多少元？,内蒙古君正能源化工股份有限公司,发行前每股净资产为2.92元。
298,844,兰州海默科技股份有限公司的实际控制人是谁？,兰州海默科技股份有限公司,窦剑文是公司的实际控制人。
299,847,深圳信立泰药业股份有限公司注射盐酸头孢吡肟（信力威、1.0 克装）在2006 年、2007 年、2008 年、2009 年1-6 月的最高零售价格分别为多少？,深圳信立泰药业股份有限公司,最高零售价格：2006年-48.30元/盒，2007年-44.00元/盒，2008年-50.70元/盒，2009年1-6月-50.70元/盒。
300,851,广东银禧科技股份有限公司的控股股东是谁？,广东银禧科技股份有限公司,谭颂斌持有发行人控股股东瑞晨投资90%股权，周娟持有瑞晨投资10%股权及信邦投资50%股权，夫妇二人控制发行人40%股份，为发行人的实际控制人。
301,853,目前新疆浩源天然气股份有限公司的上游供应商是？,新疆浩源天然气股份有限公司,国内的天然气供应主要有国内自产和国外进口两种来源，国内目前是天然气净进口国，且近年来天然气进口量逐年加大。随着国际气田开采的深入和国内探明天然气可采储量的增加，天然气的供给将相对增加，将有利于增强本行业天然气供应的稳定性。上游油气开采企业是本行业气源获得的主要渠道，油气供应的规模直接决定了本行业的生产经营规模。
302,854,大博医疗科技股份有限公司的主要技术有哪些？,大博医疗科技股份有限公司,公司现有研发团队有待继续加强，需要更多研发设备、更大的研发场地及其他研发费用以满足企业持续高速发展的需要。此外，公司还应提高自主研发能力、加强新品種研发的速度和效率，从而形成对主营业务的有效支撑，实现我国医用高值耗材产品的进口替代。
303,855,上海真兰仪表科技股份有限公司何时完成与主业不相关的电气业务剥离？,上海真兰仪表科技股份有限公司,真兰电气于2020年11月予以剥离。
304,857,读者出版传媒股份有限公司的主要业务是什么？,读者出版传媒股份有限公司,根据以上材料可知，“读者”杂志主要涉及的业务有广告业务、新媒体业务以及出版业务。因此，可以说“读者”杂志的主要业务是广告业务、新媒体业务以及出版业务。
305,862,北京天宜上佳高新材料股份有限公司的注册资本是多少？,北京天宜上佳高新材料股份有限公司,"根据给定材料，天宜上佳的注册资本是5,000万元人民币。"
306,866,2015年2016 年，汉嘉设计集团股份有限公司主营业务成本中，人工费用占主营业务成本比例分别为多少？,汉嘉设计集团股份有限公司,"能否根据给定材料回答问题: 能
人工费用占主营业务成本比例分别为67.70%和66.79%。"
307,867,浙江双飞无油轴承股份有限公司客户为哪些行业的企业？,浙江双飞无油轴承股份有限公司,根据上述材料可知，该企业的客户主要来自汽车行业、模具行业、液压行业以及工程机械行业。
308,868,湖南长远锂科股份有限公司的采购模式是怎样的？,湖南长远锂科股份有限公司,公司采取以销定产、以产定采的采购模式。每月召开订单评审会，根据销售计划制定月度生产计划，根据生产计划制定月度采购计划，按计划实施采购。采购部持续对主要原材料价格进行跟踪与研判，按市场走势及时调整采购量与采购频率。
309,871,浙江开尔新材料股份有限公司成立时主要产品有什么？,浙江开尔新材料股份有限公司, 成立时主要产品包括建筑装饰用搪瓷钢板和搪瓷波纹板传热元件。
