,id,question
517,841,我想知道蜂巢基金管理有限公司在2020年成立了多少只管理费率小于0.8%的基金？
518,842,"假设股票日收益率计算公式为：日收益率 = （当日收盘价-昨收盘价）/昨收盘价。请帮我找到在2019年，中信行业分类行业划分标准,建筑一级行业中, 代码为多少的股票的日均收益率最高？"
519,845,在2021年报中，荃银高科和格力地产分别在多少只基金的前10大重仓股里？
520,846,请帮我查询在截止2019-09-30的报告期间，基金总份额降低的基金数量是多少？
521,848,"请帮我查询下在2020年, 西部利得基金管理有限公司管理的债券型基金中，持有过可交换公司债券的基金有多少只？"
522,849,20201207日，请给出嘉合永泰优选三个月持有期混合(FOF)C基金的管理人和累计单位净值。
523,850,请帮我计算，代码为000776的股票，2020年一年持有的年化收益率有多少？百分数请保留两位小数。年化收益率定义为：（（有记录的一年的最终收盘价-有记录的一年的年初当天开盘价）/有记录的一年的当天开盘价）* 100%。
524,852,"请帮我查询下，在20201030，中信行业分类里一级行业为房地产行业的所有股票里, 成交金额(元)最多的股票的代码是什么？成交金额是多少？"
525,858,20200617日，成交金额最大的前三家上市公司的股票代码是什么？按成交金额从大到小给出
526,859,我想知道鹏扬聚利六个月持有期债券A基金在20201231的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。
527,860,请帮我查询下，在2021年03月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是什么？差额有多少？保留两位小数。
528,861,勤上有限何时变更为内资企业？
529,863,20210701日，请给出博道嘉兴一年持有期混合基金的管理人和累计单位净值。
530,864,请查询：在20200319，属于申万二级电气自动化设备行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。
531,865,西部利得得尊纯债债券C基金在20211231且报告类型是季报的持债市值中，哪类债券市值最高？
532,869,我想知道长城品质成长混合C基金，在2021年半年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。
533,870,鹏华添利宝货币B基金在20210331且报告类型是季报的持债市值中，哪类债券市值最高？
534,872,请帮我查询在截止2019-06-30的基金定期报告中，基金总赎回份额为零的基金有几个？
535,873,在2020年12月年报(含半年报)中，中欧真益稳健一年持有期混合C基金持有市值最多的前10只股票中，所在证券市场是深圳证券交易所的有几个？
536,874,请帮我查询下，在2020年03月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是什么？差额有多少？保留两位小数。
537,875,20190129日，成交金额最大的前三家上市公司的股票代码是什么？按成交金额从大到小给出
538,876,在2019年12月季报中，持有长实集团这一股票且市值占基金资产净值比不小于5%的有几只基金？
539,877,2019年四季度，有多少家基金发生了净赎回?总共赎回了多少份额?记得给我四舍五入到小数点后两位哦。
540,879,生态环境建设行业的上游是什么行业？
541,882,在2020年12月季报中，持有九洲药业这一股票且市值占基金资产净值比不小于5%的有几只基金？
542,883,"在20200630的年报(含半年报)中，国泰农惠定期开放债券基金的债券持仓,其持有最大仓位的债券类型是什么?"
543,888,查询下基金代码010663的基金，它的管理费率是？
544,889,请帮我查询在截止2020-09-30的基金定期报告中，基金总赎回份额为零的基金有几个？
545,891,20200907日，请给出华宝大健康混合A基金的管理人和累计单位净值。
546,892,我想知道凯石沣混合C基金在20201231的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。
547,893,在2020年报中，招商沪深300高贝塔指数基金第三大重仓股的代码和股票名称是什么？
548,895,在2021年报中，鹏华核心优势混合A基金第十大重仓股的代码和股票名称是什么？
549,896,2021年四季度，有多少家基金发生了净赎回?总共赎回了多少份额?记得给我四舍五入到小数点后两位哦。
550,897,20211027日，请给出光大阳光稳债收益12个月持有期债券C基金的管理人和单位净值。单位净值保留两位小数。
551,898,我想知道在2020年，南方基金管理股份有限公司已发行的基金中，有多少只基金报告期期初基金总份额小于报告期期末基金总份额(使用每只基金当年最晚的定期报告数据计算)？
552,899,请查询：在20201130，属于申万二级农产品加工行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。
553,900,我想知道在2019年，泓德基金管理有限公司已发行的基金中，有多少只基金报告期期初基金总份额小于报告期期末基金总份额(使用每只基金当年最晚的定期报告数据计算)？
554,902,在2019年报中，鹏华核心优势混合A基金第四大重仓股的代码和股票名称是什么？
555,903,20190724日，一级行业为医药生物的股票的成交量合计是多少？取整。
556,904,股票600290在20211105日期中的收盘价是多少?（小数点保留3位）
557,905,请问2020年二季度有多少家基金是净申购?它们的净申购份额加起来是多少?请四舍五入保留小数点两位。
558,906,我想知道前海开源中药研究精选股票A在2021年Q2的季报中，该基金的第4大重仓股的代码是什么?
559,908,请问2021年一季度有多少家基金是净申购?它们的净申购份额加起来是多少?请四舍五入保留小数点两位。
560,910,请帮我计算，代码为603937的股票，2020年一年持有的年化收益率有多少？百分数请保留两位小数。年化收益率定义为：（（有记录的一年的最终收盘价-有记录的一年的年初当天开盘价）/有记录的一年的当天开盘价）* 100%。
561,911,"我想了解一下银华基金管理股份有限公司2020年成立的债券型基金,其管理费率的平均值是多少?请四舍五入保留小数点两位。"
562,912,"请查询：2020年12月年报(含半年报),持有16华润01且是前10大重仓股的基金有几个？"
563,913,在2021年的中期报告里，博时基金管理有限公司管理的基金中，有多少比例的基金是个人投资者持有的份额超过机构投资者？希望得到一个精确到两位小数的百分比。
564,914,20201116日，一级行业为综合金融的股票的成交量合计是多少？取整。
565,917,在2020年报中，南方荣尊混合A基金第六大重仓股的代码和股票名称是什么？
566,919,2019年中期报告里，东方基金管理股份有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有多少只?
567,920,请帮我计算：在20190612，日收益率为负的A股股票有几个。
568,923,我想知道兴全合宜灵活配置混合(LOF)C在2021年Q1的季报中，该基金的第2大重仓股的代码是什么?
569,925,请帮我查询下股票代码为600351的股票在2021年内最高日收盘价是多少？
570,931,"假设股票日收益率计算公式为：日收益率 = （当日收盘价-昨收盘价）/昨收盘价。请帮我找到在2020年，中信行业分类行业划分标准,非银行金融一级行业中, 代码为多少的股票的日均收益率最高？"
571,934,20210429港股下跌的股票家数有多少家?
572,935,请帮我查询下，在2021年09月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是什么？差额有多少？保留两位小数。
573,936,我想知道在20200930的季报里，东兴中证消费50指数C投资的股票分别是哪些申万一级行业？
574,938,帮我查一下上银中证500指数增强C基金在20210827的资产净值和单位净值是多少?
575,939,请帮我查询出20210712日，建材一级行业涨幅超过5%（不包含）的股票数量。
576,940,请帮我查询下，在2020年Q4季报报告中，008572基金的第一大重仓可转债同期还有多少只基金也进行了持仓？
577,942,"在20190630的年报(含半年报)中，德邦锐兴债券A基金的债券持仓,其持有最大仓位的债券类型是什么?"
578,944,招商基金管理有限公司管理的股票型产品的数量有多少?
579,945,查询下基金代码009106的基金，它的托管费率是？
580,949,在2019年1月27日，使用中信行业分类标准，股票代码002051是属于哪个一级行业的?
581,950,查询下基金代码009104的基金，它的管理费率是？
582,951,请查询：在20200629，属于申万二级金属非金属新材料行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。
583,952,我想知道华夏创业板动量成长ETF基金，在2021年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。
584,953,我想知道淳厚基金管理有限公司在2019年成立了多少只管理费率小于0.8%的基金？
585,954,在20191007，按照申万行业分类的行业划分标准，哪个一级行业的A股公司数量最多？
586,955,"请帮我查询在2019年,宏利基金管理有限公司成立哪种类型的基金个数最多?"
587,959,博时双季享六个月持有期债券C基金在20210630的季报里，前三大持仓占比的债券名称是什么?
588,961,国泰宏益一年持有期混合A基金在20210630且报告类型是年报(含半年报)的持债市值中，哪类债券市值最高？
589,962,请查询：在2021的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于股票型类型的有几个。
590,963,20191030日，成交金额最大的前三家上市公司的股票代码是什么？按成交金额从大到小给出
591,968,20191231日，创世纪在多少只基金的前十大重仓股中？
592,970,请问2019年一季度有多少家基金是净申购?它们的净申购份额加起来是多少?请四舍五入保留小数点两位。
593,973,请问2019年四季度有多少家基金是净申购?它们的净申购份额加起来是多少?请四舍五入保留小数点两位。
594,975,请查询：在20190304，属于申万二级电气自动化设备行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。
595,976,"请查询：2019年12月年报(含半年报),持有15象屿MTN002且是前10大重仓股的基金有几个？"
596,977,帮我查一下易方达科融混合基金在20190426的资产净值和单位净值是多少?
597,978,2019年年度报告里，格林基金管理有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有多少只?
598,979,在2019年12月季报中，持有山东黄金这一股票且市值占基金资产净值比不小于5%的有几只基金？
599,982,我想知道诺安鼎利混合A基金在20210930的季报中，其可转债持仓占比最大的是哪个行业？用申万一级行业来统计。
600,983,中加优选中高等级债券C基金在20200331的季报里，前三大持仓占比的债券名称是什么?
601,984,请列出国泰基金管理有限公司在2019年成立并且托管人为中国工商银行股份有限公司的所有基金的基金托管费率的平均数。
602,985,20200908日，成交金额最大的前三家上市公司的股票代码是什么？按成交金额从大到小给出
603,989,我想知道广发睿享稳健增利混合A基金，在2019年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。
604,990,我想知道2019年的中期报告中，机构投资者持有的份额占比超过50%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。
605,991,"我想了解一下格林基金管理有限公司2020年成立的债券型基金,其管理费率的平均值是多少?请四舍五入保留小数点两位。"
606,993,嘉合磐泰短债债券C基金在20200630的季报里，前三大持仓占比的债券名称是什么?
607,994,请帮我查询在截止2021-12-31的报告期间，基金总份额降低的基金数量是多少？
608,995,股票000833在20190102日期中的收盘价是多少?（小数点保留3位）
609,998,在2020年报中，交银施罗德可转债债券A基金第七大重仓股的代码和股票名称是什么？
